日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2023-06-09,=5284.1500,=9552.8500,=13791642471235.2617,=10150859678814,=3443162562378.9136,=0.6832,=0.0937,=1.2140,=1.0548,=0.8311
2023-06-08,=5295.2000,=9570.1100,=13842811173046.3418,=10176118049371,=3451824929023.2651,=0.6856,=0.0966,=1.2144,=1.0549,=0.8311
2023-06-07,=5247.8800,=9470.6300,=13608798399362.6641,=10000582859220,=3396550835306.9893,=0.6739,=0.0773,=1.2147,=1.0551,=0.8323
2023-06-06,=5209.3500,=9398,=13504388017710.3398,=9934301264490,=3377777464750.2764,=0.6687,=0.0687,=1.2148,=1.0553,=0.8328
2023-06-05,=5252.5800,=9467.0300,=13513746574381,=9942963946721,=3384268442060.8628,=0.6691,=0.0691,=1.2154,=1.0555,=0.8328
2023-06-02,=5225.2300,=9417.7400,=13342987620541.3613,=9837975205095,=3365014391182.3521,=0.6606,=0.0567,=1.2160,=1.0557,=0.8334
2023-06-01,=5195.6700,=9359.9300,=13284505030473.8105,=9776375407058,=3329460402400.0151,=0.6577,=0.0530,=1.2161,=1.0558,=0.8334
2023-05-31,=5214.2100,=9392.0100,=13307040140781.9004,=9796473129953,=3341351487106.8198,=0.6588,=0.0539,=1.2162,=1.0558,=0.8335
2023-05-30,=5262.0900,=9466.8100,=13414663478385.6211,=9872281481947,=3368868006443.9531,=0.6640,=0.0604,=1.2166,=1.0559,=0.8336
2023-05-29,=5268.1700,=9469.8500,=13497311887997.7090,=9930737921188,=3380401982897.3066,=0.6681,=0.0654,=1.2169,=1.0560,=0.8340
2023-05-26,=5233.1400,=9393.4700,=13328456703527.9863,=9823778904934,=3361360415487.9009,=0.6596,=0.0543,=1.2172,=1.0567,=0.8354
2023-05-25,=5188.2400,=9312.8700,=13231403699785.8008,=9772770615606,=3344329942154.2441,=0.6548,=0.0485,=1.2174,=1.0568,=0.8354
2023-05-24,=5211.9900,=9355.5000,=13268712222435.2109,=9788001295791,=3352538950163.6240,=0.6566,=0.0506,=1.2174,=1.0568,=0.8359
2023-05-23,=5287.3900,=9490.8400,=13613463140594.6699,=10027205010360,=3424658200580.9971,=0.6737,=0.0728,=1.2175,=1.0576,=0.8361
2023-05-22,=5355.0100,=9612.2200,=13897039592486.4609,=10216775732747,=3475512986919.0586,=0.6877,=0.0954,=1.2176,=1.0577,=0.8366
2023-05-19,=5360.5900,=9611.6500,=13864094017314.2695,=10197826562664,=3464803541778.6934,=0.6861,=0.0929,=1.2176,=1.0583,=0.8377
2023-05-18,=5426.5100,=9729.8500,=14050255816803.0918,=10335957749002,=3505281624907.6001,=0.6953,=0.1044,=1.2177,=1.0585,=0.8377
2023-05-17,=5396.7100,=9671.6500,=13856178068835.6797,=10208380261103,=3478147231013.4219,=0.6857,=0.0917,=1.2181,=1.0588,=0.8380
2023-05-16,=5423.5200,=9716.9400,=13951654136141.9395,=10271620154327,=3501760288210.6777,=0.6904,=0.0966,=1.2184,=1.0589,=0.8390
2023-05-15,=5461.7800,=9785.5000,=13980237712649.6055,=10302049136354,=3518484298157.9399,=0.6918,=0.0987,=1.2189,=1.0590,=0.8393
2023-05-12,=5463.1400,=9786.5300,=13878360195265.9414,=10245359966004,=3498264631320.7788,=0.6868,=0.0933,=1.2193,=1.0594,=0.8400
2023-05-11,=5495.8500,=9845.1400,=13963378015436.8906,=10309502561971,=3524086211147.3203,=0.6910,=0.0966,=1.2195,=1.0594,=0.8400
2023-05-10,=5499.4500,=9850.0600,=14080636146769.4375,=10383547536506,=3536424087008.8999,=0.6967,=0.1044,=1.2195,=1.0597,=0.8402
2023-05-09,=5607.7200,=10036.9400,=14608714069094.7422,=10730721596946,=3624063449554.6299,=0.7228,=0.1283,=1.2203,=1.0599,=0.8404
2023-05-08,=5653.0100,=10116.4000,=14660985210273.6992,=10768664906240,=3641056988589.7783,=0.7254,=0.1312,=1.2206,=1.0599,=0.8410
2023-05-05,=5537.9100,=9899.0900,=13982682536877.5371,=10299880357030,=3530613764049.4995,=0.6918,=0.0974,=1.2213,=1.0600,=0.8412
2023-05-04,=5523.8400,=9873.9300,=13871988473653.3984,=10238900871218,=3512252594648.1909,=0.6863,=0.0929,=1.2219,=1.0600,=0.8412
2023-04-28,=5414.9500,=9679.2800,=13445100876018.4590,=9944652498345,=3453227368299.7891,=0.6817,=0.0859,=1.2224,=1.0602,=0.8418
2023-04-27,=5357.9100,=9571.3400,=13392496361536.1973,=9895632731657,=3420747395458.7900,=0.6823,=0.0868,=1.2227,=1.0603,=0.8418
2023-04-26,=5345.3800,=9545.7800,=13320373881635.8984,=9829423023400,=3396892439336.8706,=0.6791,=0.0818,=1.2245,=1.0603,=0.8418
2023-04-25,=5332.1400,=9522.1400,=13378790681974.0430,=9871835434242,=3414959946547.6094,=0.6823,=0.0859,=1.2249,=1.0606,=0.8426
2023-04-24,=5314.8700,=9491.2900,=13239587137612.1992,=9781819195148,=3393540402875.2388,=0.6753,=0.0769,=1.2257,=1.0609,=0.8426
2023-04-21,=5318.8200,=9498.3400,=13206167920639.8105,=9773855925524,=3405502089569.7012,=0.6743,=0.0748,=1.2259,=1.0611,=0.8435
2023-04-20,=5383.5300,=9613.9100,=13350777445160.4492,=9884224840359,=3446127929369.4692,=0.6819,=0.0847,=1.2268,=1.0611,=0.8435
2023-04-19,=5374.9400,=9598.5600,=13338055852700.0996,=9866241408721,=3429421926954.3589,=0.6813,=0.0839,=1.2281,=1.0614,=0.8444
2023-04-18,=5379.5600,=9606.8100,=13369192593504.7969,=9895433881995,=3446176984466.1411,=0.6831,=0.0851,=1.2282,=1.0614,=0.8445
2023-04-17,=5359.7600,=9571.4500,=13277483055886.3633,=9828128282818,=3424320880048.1294,=0.6788,=0.0802,=1.2285,=1.0615,=0.8446
2023-04-14,=5287.0300,=9441.5700,=13018789270888.7695,=9639231430939,=3364216832034.6094,=0.6657,=0.0612,=1.2288,=1.0617,=0.8451
2023-04-13,=5293.2500,=9452.6800,=13011460945788,=9629844249666,=3360166980962.9395,=0.6653,=0.0600,=1.2294,=1.0618,=0.8451
2023-04-12,=5292.2600,=9450.9200,=12984253362173.3496,=9618716783360,=3361938706881.8589,=0.6639,=0.0584,=1.2303,=1.0620,=0.8452
2023-04-11,=5240.3200,=9358.1600,=12846667720681.9414,=9524991960996,=3336855246782.9902,=0.6569,=0.0518,=1.2307,=1.0621,=0.8465
2023-04-10,=5206.9000,=9298.4800,=12779564207714.2305,=9471745773681,=3318877301757.6401,=0.6535,=0.0452,=1.2313,=1.0624,=0.8469
2023-04-07,=5205.3900,=9295.7800,=12743999059476.8398,=9439939254983,=3308631046846.7598,=0.6517,=0.0432,=1.2318,=1.0626,=0.8479
2023-04-06,=5185.4400,=9260.1500,=12733952409839.1387,=9432965896020,=3294312049327.6504,=0.6512,=0.0428,=1.2324,=1.0627,=0.8479
2023-04-04,=5217.9800,=9318.2800,=12759528552060.9609,=9454789737910,=3308084025580.8110,=0.6525,=0.0428,=1.2324,=1.0627,=0.8482
2023-04-03,=5199.3700,=9285.0300,=12595359335656.2188,=9341157404022,=3282953239998.5205,=0.6441,=0.0358,=1.2324,=1.0628,=0.8489
2023-03-31,=5175.8900,=9243.0900,=12598041318380.3789,=9341317542016,=3272623794867.8491,=0.6443,=0.0358,=1.2333,=1.0632,=0.8490
2023-03-30,=5158.6600,=9212.3300,=12626478512731.6738,=9362131914517,=3278118790338.2397,=0.6533,=0.0424,=1.2333,=1.0633,=0.8491
2023-03-29,=5126.5200,=9154.9400,=12507148097192.6699,=9263074863076,=3238683650273.3101,=0.6493,=0.0387,=1.2334,=1.0635,=0.8496
2023-03-28,=5141.4000,=9181.5100,=12518882799700.0293,=9270516583127,=3242156534571.9893,=0.6500,=0.0387,=1.2339,=1.0636,=0.8498
2023-03-27,=5139.5500,=9178.2100,=12464954943658.5000,=9231972950891,=3238713926478.7803,=0.6473,=0.0374,=1.2344,=1.0637,=0.8500
2023-03-24,=5181.6100,=9253.3100,=12598845409498.8223,=9334449491740,=3265239389789.7212,=0.6551,=0.0444,=1.2345,=1.0640,=0.8513
2023-03-23,=5224.2000,=9329.3800,=12750921199599.2813,=9445250149923,=3296872194209.6587,=0.6633,=0.0522,=1.2345,=1.0640,=0.8516
2023-03-22,=5219.8800,=9321.6500,=12690370888653.9395,=9403519749852,=3285036746747.1797,=0.6602,=0.0485,=1.2345,=1.0641,=0.8519
2023-03-21,=5195.3500,=9277.8600,=12581030139805.1309,=9329963268846,=3264505606157.4810,=0.6545,=0.0436,=1.2362,=1.0642,=0.8520
2023-03-20,=5196.1300,=9279.2400,=12700325353642.5898,=9406477343096,=3278884810124.3618,=0.6607,=0.0490,=1.2375,=1.0643,=0.8523
2023-03-17,=5220.7700,=9323.2500,=12704157576453.1895,=9417618791548,=3291452150981.5708,=0.6609,=0.0498,=1.2389,=1.0644,=0.8533
2023-03-16,=5189.8500,=9268.0400,=12624789813757.8535,=9357662466471,=3273399677939.0601,=0.6568,=0.0457,=1.2389,=1.0644,=0.8542
2023-03-15,=5238.4400,=9354.8000,=12595370607344.5898,=9344987219375,=3284122814329.4004,=0.6552,=0.0444,=1.2391,=1.0644,=0.8544
2023-03-14,=5175.8700,=9243.0800,=12459906292004.1211,=9255451262360,=3252801594541.9312,=0.6482,=0.0374,=1.2394,=1.0646,=0.8545
2023-03-13,=5219.0600,=9320.1900,=12501726213212.2578,=9292000743953,=3271264910908.0991,=0.6504,=0.0383,=1.2402,=1.0647,=0.8555
2023-03-10,=5156.6200,=9208.7000,=12326023345126.2305,=9161190890624,=3234580827093.9805,=0.6412,=0.0321,=1.2410,=1.0648,=0.8556
2023-03-09,=5250.3000,=9375.9900,=12510480195339.4043,=9302597882398,=3287165134609.3809,=0.6508,=0.0383,=1.2410,=1.0648,=0.8556
2023-03-08,=5267.1500,=9406.0800,=12547197562340.8379,=9332514141800,=3301497737254.6411,=0.6527,=0.0391,=1.2419,=1.0649,=0.8559
2023-03-07,=5271.2900,=9413.4700,=12564982492108.0938,=9347494352885,=3308809323488.1899,=0.6537,=0.0395,=1.2419,=1.0650,=0.8560
2023-03-06,=5302.9800,=9470.0600,=12499348795935.6855,=9309738180700,=3314688473408.5195,=0.6503,=0.0374,=1.2427,=1.0650,=0.8561
2023-03-03,=5327.9300,=9514.6100,=12566690928814.8594,=9363998031560,=3343423054974.0601,=0.6538,=0.0391,=1.2438,=1.0653,=0.8567
2023-03-02,=5304.9900,=9473.6500,=12415823617204.0176,=9270769742952,=3317540965525.1309,=0.6459,=0.0358,=1.2438,=1.0653,=0.8570
2023-03-01,=5281.4800,=9431.6600,=12363055693082.6895,=9233785689375,=3309268878094.8188,=0.6432,=0.0346,=1.2447,=1.0654,=0.8570
2023-02-28,=5245.9400,=9368.2100,=12289562257650.1465,=9170844197259,=3280104007516.3105,=0.6394,=0.0300,=1.2449,=1.0655,=0.8571
2023-02-27,=5222.7800,=9326.8400,=12232217536836.7715,=9132781598801,=3265891492210.8188,=0.6364,=0.0276,=1.2452,=1.0656,=0.8579
2023-02-24,=5230.0600,=9336.5700,=12255176354627,=9150281060784,=3276914145907.2881,=0.6374,=0.0284,=1.2462,=1.0657,=0.8580
2023-02-23,=5251.4000,=9374.6500,=12313784844399.9863,=9198607250572,=3298728677939.1099,=0.6404,=0.0304,=1.2462,=1.0658,=0.8580
2023-02-22,=5244.3000,=9361.9900,=12302409478017.5879,=9186920678600,=3293485988161.5610,=0.6398,=0.0292,=1.2464,=1.0659,=0.8582
2023-02-21,=5241.1900,=9356.4300,=12352447639636.2129,=9224499684702,=3308560702857.0298,=0.6424,=0.0317,=1.2467,=1.0661,=0.8584
2023-02-20,=5182.7500,=9252.1000,=12276469553071.7539,=9161441412591,=3283686017133.4204,=0.6385,=0.0288,=1.2473,=1.0663,=0.8584
2023-02-17,=5069.2300,=9049.4600,=12055463196284.7305,=8984219343892,=3206576594812.4604,=0.6270,=0.0136,=1.2481,=1.0665,=0.8596
2023-02-16,=5062.8000,=9037.9600,=12069555506053.8789,=8996862110082,=3218060908063.9702,=0.6277,=0.0136,=1.2481,=1.0665,=0.8599
2023-02-15,=5106.6100,=9116.1800,=12110316897531.6172,=9032628802279,=3233718684162.4692,=0.6299,=0.0144,=1.2481,=1.0665,=0.8599
2023-02-14,=5138.1800,=9172.5500,=12171786443756.4863,=9080874801071,=3257253118892.9902,=0.6330,=0.0206,=1.2481,=1.0665,=0.8604
2023-02-13,=5111.8700,=9125.5700,=12142680898338.9805,=9056497973935,=3244590833784.7310,=0.6315,=0.0189,=1.2481,=1.0665,=0.8613
2023-02-10,=5093.7300,=9093.1900,=12160102669662.0723,=9066834317873,=3243153482413.2988,=0.6324,=0.0190,=1.2485,=1.0666,=0.8613
2023-02-09,=5091.4200,=9089.0700,=12163874223377.0273,=9070544742868,=3244151311154.8892,=0.6326,=0.0190,=1.2485,=1.0667,=0.8614
2023-02-08,=5054.0900,=9022.4300,=12113463862502.1582,=9031804679066,=3226428349907.7310,=0.6300,=0.0153,=1.2491,=1.0667,=0.8614
2023-02-07,=5076.7400,=9062.8500,=12126103743439.0703,=9044535441678,=3232090894971.7397,=0.6307,=0.0157,=1.2496,=1.0668,=0.8615
2023-02-06,=5049.8000,=9014.7600,=12086807420704.1406,=9007778130933,=3211930755985.0591,=0.6286,=0.0136,=1.2496,=1.0669,=0.8627
2023-02-03,=5078.3400,=9065.7200,=12133997554763.6934,=9046298393086,=3234467750274.7290,=0.6311,=0.0157,=1.2499,=1.0674,=0.8629
2023-02-02,=5123.7400,=9146.7700,=12194466720272.4453,=9114039608419,=3263461225057.9697,=0.6348,=0.0210,=1.2499,=1.0674,=0.8635
2023-02-01,=5115.4100,=9131.8900,=12197957789716.2109,=9115461288875,=3264643722412.8706,=0.6349,=0.0218,=1.2503,=1.0675,=0.8638
2023-01-31,=5099.7100,=9103.8700,=12184059497966.9375,=9105901665379,=3259723835175.9004,=0.6342,=0.0206,=1.2504,=1.0675,=0.8646
2023-01-30,=5088.4600,=9083.7800,=12196510033452.5664,=9112702994941,=3265189169348.9502,=0.6349,=0.0210,=1.2504,=1.0675,=0.8647
2023-01-20,=5106.6700,=9116.3000,=12253607769901.4180,=9160609729056,=3283695625952.9609,=0.6378,=0.0222,=1.2521,=1.0684,=0.8656
2023-01-19,=5057.0600,=9027.7200,=12182806079501.9961,=9100450239011,=3260319652444.0610,=0.6342,=0.0202,=1.2521,=1.0684,=0.8657
2023-01-18,=5036.7200,=8991.4100,=12174206054419.0430,=9094581219749,=3258029386329.5195,=0.6337,=0.0193,=1.2529,=1.0684,=0.8663
2023-01-17,=5030.9600,=8981.1300,=12173591388832.6113,=9098405676601,=3264116743963.6494,=0.6337,=0.0189,=1.2529,=1.0684,=0.8666
2023-01-16,=5038.5600,=8994.7000,=12196007927182.7891,=9114678145006,=3270995989641.6812,=0.6348,=0.0193,=1.2530,=1.0684,=0.8671
2023-01-13,=5019.2500,=8960.2200,=12203065300023.0723,=9111486432809,=3262212814905.9097,=0.6352,=0.0193,=1.2537,=1.0686,=0.8676
2023-01-12,=4976.5400,=8883.9800,=12101809779750.6191,=9033161086393,=3232858208810.6792,=0.6299,=0.0140,=1.2537,=1.0686,=0.8680
2023-01-11,=4995.8500,=8918.4500,=12126515457293.6699,=9049591822996,=3243855329400.8906,=0.6312,=0.0152,=1.2540,=1.0686,=0.8684
2023-01-10,=4969,=8870.5200,=12023233574058.1016,=8973464908947,=3215943431922.5298,=0.6258,=0.0128,=1.2543,=1.0687,=0.8689
2023-01-09,=4997.3100,=8921.0600,=12102742584303.4414,=9034537384080,=3240312602918.0610,=0.6300,=0.0136,=1.2551,=1.0688,=0.8691
2023-01-06,=5000.1100,=8926.0600,=12131433267733.3105,=9051432941958,=3249155916152.5210,=0.6315,=0.0148,=1.2558,=1.0690,=0.8692
2023-01-05,=5010.5100,=8944.6200,=12131665253668.8320,=9050510087860,=3251168336093.9102,=0.6315,=0.0148,=1.2558,=1.0691,=0.8693
2023-01-04,=4996.9100,=8920.3500,=12121434992392.6191,=9038575631695,=3238776589431.0918,=0.6310,=0.0140,=1.2569,=1.0692,=0.8699
2023-01-03,=4957.7800,=8850.5000,=12007161400040.7207,=8953006209822,=3197899950257.5601,=0.6250,=0.0119,=1.2569,=1.0693,=0.8708
2022-12-30,=4925.8600,=8793.5100,=11990451714940.9980,=8936320945904,=3188415640488.3120,=0.6241,=0.0099,=1.2583,=1.0693,=0.8710
2022-12-29,=4892.7900,=8734.4800,=11907666906331.7207,=8871334323726,=3165533953143.2388,=0.6198,=0.0091,=1.2583,=1.0694,=0.8711
2022-12-28,=4936.9000,=8813.2100,=12008526409900.2344,=8951684398145,=3195159888058.3809,=0.6251,=0.0111,=1.2584,=1.0694,=0.8715
2022-12-27,=4928.7100,=8798.6000,=11960126530721.7520,=8917854805420,=3184050663152.9692,=0.6226,=0.0091,=1.2593,=1.0696,=0.8719
2022-12-26,=4877.9700,=8708.0100,=11817236849642.8105,=8814944447781,=3147334950235.8989,=0.6151,=0.0049,=1.2593,=1.0698,=0.8724
2022-12-23,=4890.0100,=8729.5100,=11867016939359.3105,=8850939820811,=3164955379600.6792,=0.6177,=0.0066,=1.2602,=1.0699,=0.8727
2022-12-22,=4896.1800,=8740.5200,=11881953666562.7480,=8861478014448,=3168233465884.9404,=0.6185,=0.0066,=1.2602,=1.0701,=0.8728
2022-12-21,=4930.9000,=8802.5100,=11889267294165.7598,=8866640811968,=3171291502378.2310,=0.6189,=0.0070,=1.2612,=1.0704,=0.8732
2022-12-20,=4928.7300,=8798.6400,=11861045291029.7813,=8854232535803,=3164853472237.5396,=0.6174,=0.0062,=1.2620,=1.0706,=0.8739
2022-12-19,=4978.9300,=8888.2500,=11990685381667.8242,=8944783904473,=3203741690262.0708,=0.6242,=0.0070,=1.2625,=1.0708,=0.8740
2022-12-16,=5083.3400,=9074.6400,=12176416323599.1211,=9090997529222,=3262434806628.5908,=0.6338,=0.0115,=1.2629,=1.0716,=0.8746
2022-12-15,=5030.6117,=8980.5100,=12040594883496.0801,=8993808180946,=3223805888942.0986,=0.6268,=0.0082,=1.2629,=1.0717,=0.8748
2022-12-14,=5082.2494,=9072.6900,=12153893504467.4609,=9078171779034,=3256211549881.5410,=0.6326,=0.0095,=1.2635,=1.0719,=0.8752
2022-12-13,=5101.5963,=9107.2300,=12167090399609.8828,=9084608933341,=3261888889458.5005,=0.6333,=0.0099,=1.2637,=1.0720,=0.8757
2022-12-12,=5077.8586,=9064.8500,=12080907899639.3906,=9032725238107,=3245192394507.6904,=0.6288,=0.0082,=1.2639,=1.0721,=0.8757
2022-12-09,=5151.5545,=9196.4100,=11532897096446.8125,=8507677595364,=2865836278392.3306,=0.6444,=0.0140,=1.2649,=1.0723,=0.8767
2022-12-08,=5106.7151,=9116.3700,=11494788339864.2305,=8469086712543,=2839065615486.5498,=0.6422,=0.0124,=1.2649,=1.0723,=0.8767
2022-12-07,=5095.9529,=9097.1600,=11454009784078.3223,=8440160186961,=2823059762719.5298,=0.6400,=0.0107,=1.2649,=1.0729,=0.8769
2022-12-06,=5125.5730,=9150.0300,=11567678004184.5996,=8526752426529,=2856259918470.7197,=0.6463,=0.0136,=1.2653,=1.0737,=0.8771
2022-12-05,=5151.1459,=9195.6800,=11565885639822.9082,=8533325166072,=2862179556811.7402,=0.6462,=0.0132,=1.2654,=1.0739,=0.8774
2022-12-02,=5077.2213,=9063.7200,=11331599490055.9707,=8367520365034,=2801429186911.2900,=0.6331,=0.0091,=1.2659,=1.0741,=0.8777
2022-12-01,=5093.5771,=9092.9100,=11394447338382.7402,=8414280019786,=2821152844717.0098,=0.6366,=0.0095,=1.2659,=1.0741,=0.8779
2022-11-30,=5120.0521,=9140.1800,=11500475688356.0723,=8483961530987,=2837520203038.1802,=0.6426,=0.0115,=1.2662,=1.0742,=0.8780
2022-11-29,=5129.6265,=9157.2700,=11525062022021.8789,=8504408186945,=2854187861459.5200,=0.6439,=0.0115,=1.2662,=1.0742,=0.8781
2022-11-28,=4986.3839,=8901.5600,=11278532943789.9297,=8316692576264,=2764764155433.0107,=0.6302,=0.0082,=1.2662,=1.0743,=0.8791
2022-11-25,=5007.6149,=8939.4600,=11404524887719.8262,=8405563475970,=2796871356745.7900,=0.6372,=0.0091,=1.2669,=1.0746,=0.8797
2022-11-24,=4945.9740,=8829.4200,=11173215995536,=8229789103019,=2731106744207.7598,=0.6243,=0.0074,=1.2669,=1.0747,=0.8797
2022-11-23,=4910.7696,=8766.5700,=11171960101724.6582,=8224141572848,=2725131286960.5898,=0.6242,=0.0070,=1.2678,=1.0748,=0.8799
2022-11-22,=4899.1869,=8745.8900,=11082872339935.4102,=8157410039793,=2709745863127.1411,=0.6192,=0.0066,=1.2678,=1.0748,=0.8802
2022-11-21,=4894.1600,=8736.9200,=10942626880881.8320,=8057578871162,=2677682914326.9307,=0.6114,=0.0037,=1.2679,=1.0750,=0.8803
2022-11-18,=4891.5442,=8732.2500,=10954158296550.6465,=8066127095942,=2681163632394.6504,=0.6120,=0.0037,=1.2680,=1.0751,=0.8807
2022-11-17,=4924.1986,=8789.9400,=10991677934994.4297,=8103945052908,=2698242101203.6011,=0.6141,=0.0037,=1.2680,=1.0752,=0.8810
2022-11-16,=4943.7381,=8824.8200,=11030819158002.4121,=8132460771474,=2706750349284.5801,=0.6163,=0.0045,=1.2681,=1.0757,=0.8815
2022-11-15,=4961.8809,=8857.2100,=11075186164214.6699,=8165013778521,=2725814536356.2212,=0.6188,=0.0045,=1.2681,=1.0763,=0.8815
2022-11-14,=4914.2351,=8772.1600,=11020468522856.7305,=8115585614375,=2703886912786.1294,=0.6157,=0.0041,=1.2689,=1.0766,=0.8817
2022-11-11,=4900.0226,=8746.7900,=11011046291452.4199,=8108849848886,=2685821382534.3398,=0.6152,=0.0037,=1.2690,=1.0770,=0.8819
2022-11-10,=4793.4693,=8556.5800,=10804592287087.3105,=7939968883523,=2608998201689.1201,=0.6037,=0.0029,=1.2690,=1.0772,=0.8819
2022-11-09,=4795.2336,=8559.7300,=10784579050260.9805,=7933072018171,=2609016683382.4390,=0.6025,=0.0025,=1.2694,=1.0776,=0.8821
2022-11-08,=4790.0193,=8550.4200,=10782285146790.4199,=7932979377445,=2605518330493.2905,=0.6024,=0.0021,=1.2696,=1.0777,=0.8824
2022-11-07,=4784.9273,=8541.3300,=10805397827862.1973,=7947069164388,=2608867594602.5396,=0.6037,=0.0021,=1.2701,=1.0778,=0.8825
2022-11-04,=4750.5437,=8479.9600,=10770066795976.0430,=7913745949452,=2597397951296.2505,=0.6017,=0.0016,=1.2701,=1.0778,=0.8829
2022-11-03,=4654.3345,=8308.2200,=10601053923020.1094,=7781211106427,=2548171820682.9399,=0.5923,=0.0004,=1.2701,=1.0779,=0.8830
2022-11-02,=4679.5331,=8353.2000,=10649424113189.5703,=7822157221036,=2570110628319.3188,=0.5950,=0.0008,=1.2703,=1.0781,=0.8840
2022-11-01,=4622.1442,=8250.7600,=10619697808962.7305,=7788314704047,=2556178839350.0898,=0.5933,=0.0004,=1.2704,=1.0783,=0.8841
2022-10-31,=4561.9989,=8143.4000,=10579726620846.9609,=7742732770694,=2526243852480.5596,=0.5911,=0,=1.2709,=1.0785,=0.8845
2022-10-28,=4628.8304,=8262.6900,=10810851277932.7090,=7921709624238,=2574703974409.4199,=0.6246,=0,=1.2713,=1.0787,=0.8856
2022-10-27,=4754.4951,=8487.0100,=10891462460275.6582,=7996749636484,=2614041158196.4097,=0.6313,=0,=1.2713,=1.0787,=0.8867
2022-10-26,=4741.7555,=8464.2700,=10927150979500.4688,=8017602201458,=2620839637826.7202,=0.6334,=0,=1.2724,=1.0788,=0.8879
2022-10-25,=4753.5640,=8485.3500,=11038127003848.8477,=8098123283548,=2644343106693.9805,=0.6400,=0,=1.2726,=1.0788,=0.8879
2022-10-24,=4772.9081,=8519.8800,=11060449164894.5781,=8112342591283,=2646162486170.0186,=0.6413,=0,=1.2727,=1.0791,=0.8891
2022-10-21,=4878.4740,=8708.3200,=11227404758178.8691,=8254180377112,=2710164123593.8892,=0.6510,=0.0021,=1.2731,=1.0794,=0.8901
2022-10-20,=4855.4973,=8667.3100,=11179558337749.3027,=8218771425479,=2702575233239.1392,=0.6483,=0.0008,=1.2731,=1.0794,=0.8904
2022-10-19,=4901.7465,=8749.8600,=11217223650402.9004,=8258363616115,=2719278754771.5107,=0.6505,=0.0008,=1.2736,=1.0795,=0.8905
2022-10-18,=4941.3127,=8820.4900,=11276058672524.6992,=8307581047959,=2740851825065.8882,=0.6539,=0.0016,=1.2736,=1.0797,=0.8909
2022-10-17,=4935.9049,=8810.8400,=11299541934263.4512,=8327822600566,=2750109271517.4692,=0.6552,=0.0029,=1.2741,=1.0799,=0.8914
2022-10-14,=4934.5125,=8808.3500,=11328206947785.2891,=8353531871134,=2759814218746.5337,=0.6569,=0.0041,=1.2748,=1.0801,=0.8916
2022-10-13,=4878.2975,=8708.0100,=11281140076542.5293,=8311233600718,=2743609192687.1265,=0.6542,=0.0016,=1.2748,=1.0801,=0.8918
2022-10-12,=4924.6696,=8787.9100,=11399852610567.9277,=8403859306847,=2774736335133.0908,=0.6609,=0.0062,=1.2753,=1.0801,=0.8926
2022-10-11,=4856.6655,=8666.5600,=11321020309946.2402,=8341717870512,=2748948796713.7622,=0.6563,=0.0029,=1.2757,=1.0801,=0.8927
2022-10-10,=4856.0239,=8665.4100,=11355424378084.0059,=8370108569810,=2762293571745.7212,=0.6583,=0.0033,=1.2760,=1.0802,=0.8928
2022-09-30,=4869.9909,=8690.3400,=11329703132760.7207,=8345766894230,=2757152654827.8677,=0.6568,=0.0029,=1.2762,=1.0805,=0.8930
2022-09-29,=4846.5870,=8640.8500,=11228846601531.1094,=8261820198234,=2726183844809.1479,=0.6509,=0.0008,=1.2762,=1.0807,=0.8939
2022-09-28,=4869.6435,=8681.9500,=11289030393041.0273,=8252908979773,=2745339509921.7031,=0.6544,=0.0012,=1.2762,=1.0810,=0.8939
2022-09-27,=4930.3630,=8790.2100,=11304710948534.8125,=8279240997371,=2763253161454.4336,=0.6553,=0.0016,=1.2766,=1.0811,=0.8940
2022-09-26,=4872.4905,=8687.0300,=11294888184508.3789,=8268188174442,=2753573351064.6172,=0.6548,=0.0012,=1.2767,=1.0814,=0.8946
2022-09-23,=4962.2136,=8846.9900,=11481031023956.9707,=8409772460201,=2797143827638.8745,=0.6656,=0.0066,=1.2781,=1.0817,=0.8951
